suburb,state,postcode,lat,lng,label
Palmyra,QLD,4751,-21.19,149.03,"Palmyra, QLD 4751"
Paluma,QLD,4816,-19.42,146.95,"Paluma, QLD 4816"
Pampas,QLD,4352,-28.58,151.8,"Pampas, QLD 4352"
Paradise Point,QLD,4216,-27.93,153.4,"Paradise Point, QLD 4216"
Park Avenue,QLD,4701,-23.36,150.52,"Park Avenue, QLD 4701"
Park Ridge,QLD,4125,-27.75,153.03,"Park Ridge, QLD 4125"
Park Ridge South,QLD,4125,-27.75,153.03,"Park Ridge South, QLD 4125"
Parkhurst,QLD,4702,-24.33,149.78,"Parkhurst, QLD 4702"
Parkinson,QLD,4115,-27.61,153.03,"Parkinson, QLD 4115"
Parklands,QLD,4560,-26.62,153.04,"Parklands, QLD 4560"
Parknook,QLD,4417,-27.16,149.16,"Parknook, QLD 4417"
Parkside,QLD,4825,-21.16,149.1,"Parkside, QLD 4825"
Parkwood,QLD,4214,-27.94,153.37,"Parkwood, QLD 4214"
Parramatta Park,QLD,4870,-16.88,145.75,"Parramatta Park, QLD 4870"
Parrearra,QLD,4575,-26.75,153.12,"Parrearra, QLD 4575"
Pasha,QLD,4721,-23.28,147.56,"Pasha, QLD 4721"
Paterson,QLD,4570,-26.35,152.67,"Paterson, QLD 4570"
Patrick Estate,QLD,4311,-27.42,152.46,"Patrick Estate, QLD 4311"
Pauls Pocket,QLD,4800,-20.58,148.42,"Pauls Pocket, QLD 4800"
Peachester,QLD,4519,-26.86,152.96,"Peachester, QLD 4519"
Peacock Siding,QLD,4850,-18.47,145.89,"Peacock Siding, QLD 4850"
Peak Crossing,QLD,4306,-27.64,152.7,"Peak Crossing, QLD 4306"
Pechey,QLD,4352,-28.58,151.8,"Pechey, QLD 4352"
Peel Island,QLD,4184,-27.57,153.33,"Peel Island, QLD 4184"
Peeramon,QLD,4885,-17.36,145.69,"Peeramon, QLD 4885"
Pelham,QLD,4415,-26.67,150.33,"Pelham, QLD 4415"
Pelican Waters,QLD,4551,-26.78,153.11,"Pelican Waters, QLD 4551"
Pentland,QLD,4816,-19.42,146.95,"Pentland, QLD 4816"
Penwhaupell,QLD,4625,-25.81,151.67,"Penwhaupell, QLD 4625"
Peranga,QLD,4352,-28.58,151.8,"Peranga, QLD 4352"
Peregian Beach,QLD,4573,-26.53,153.09,"Peregian Beach, QLD 4573"
Peregian Springs,QLD,4573,-26.53,153.09,"Peregian Springs, QLD 4573"
Perseverance,QLD,4352,-28.58,151.8,"Perseverance, QLD 4352"
Perwillowen,QLD,4560,-26.62,153.04,"Perwillowen, QLD 4560"
Petford,QLD,4871,-17.61,143.19,"Petford, QLD 4871"
Petrie,QLD,4502,-27.27,152.98,"Petrie, QLD 4502"
Pheasant Creek,QLD,4702,-24.33,149.78,"Pheasant Creek, QLD 4702"
Philpott,QLD,4626,-25.81,151.21,"Philpott, QLD 4626"
Pialba,QLD,4655,-25.35,152.89,"Pialba, QLD 4655"
Pickanjinnie,QLD,4428,-26.58,149.11,"Pickanjinnie, QLD 4428"
Picnic Bay,QLD,4819,-19.15,146.86,"Picnic Bay, QLD 4819"
Pie Creek,QLD,4570,-26.35,152.67,"Pie Creek, QLD 4570"
Pierces Creek,QLD,4355,-27.13,152.09,"Pierces Creek, QLD 4355"
Pikedale,QLD,4380,-28.61,151.9,"Pikedale, QLD 4380"
Pikes Creek,QLD,4380,-28.61,151.9,"Pikes Creek, QLD 4380"
Pile Gully,QLD,4625,-25.81,151.67,"Pile Gully, QLD 4625"
Pilerwa,QLD,4650,-25.47,152.66,"Pilerwa, QLD 4650"
Pilton,QLD,4361,-27.89,151.8,"Pilton, QLD 4361"
Pimlico,QLD,4812,-19.27,146.78,"Pimlico, QLD 4812"
Pimpama,QLD,4209,-27.87,153.32,"Pimpama, QLD 4209"
Pimpimbudgee,QLD,4615,-26.65,151.95,"Pimpimbudgee, QLD 4615"
Pin Gin Hill,QLD,4860,-17.56,146.0,"Pin Gin Hill, QLD 4860"
Pinbarren,QLD,4568,-26.33,152.86,"Pinbarren, QLD 4568"
Pindi Pindi,QLD,4798,-20.9,148.77,"Pindi Pindi, QLD 4798"
Pine Creek,QLD,4670,-24.84,152.02,"Pine Creek, QLD 4670"
Pine Hills,QLD,4416,-27.01,150.06,"Pine Hills, QLD 4416"
Pine Mountain,QLD,4306,-27.64,152.7,"Pine Mountain, QLD 4306"
Pinelands,QLD,4355,-27.13,152.09,"Pinelands, QLD 4355"
Pinevale,QLD,4754,-21.16,148.81,"Pinevale, QLD 4754"
Pinjarra Hills,QLD,4069,-27.49,152.9,"Pinjarra Hills, QLD 4069"
Pink Lily,QLD,4702,-24.33,149.78,"Pink Lily, QLD 4702"
Pinkenba,QLD,4008,-27.42,153.12,"Pinkenba, QLD 4008"
Pinnacle,QLD,4741,-20.9,149.0,"Pinnacle, QLD 4741"
Pinnacles,QLD,4815,-19.33,146.73,"Pinnacles, QLD 4815"
Pioneer,QLD,4825,-21.16,149.1,"Pioneer, QLD 4825"
Pioneers Rest,QLD,4650,-25.47,152.66,"Pioneers Rest, QLD 4650"
Pirrinuan,QLD,4405,-27.19,151.4,"Pirrinuan, QLD 4405"
Pittsworth,QLD,4356,-27.57,151.45,"Pittsworth, QLD 4356"
Piturie,QLD,4825,-21.16,149.1,"Piturie, QLD 4825"
Placid Hills,QLD,4343,-27.51,152.3,"Placid Hills, QLD 4343"
Plainby,QLD,4355,-27.13,152.09,"Plainby, QLD 4355"
Plainland,QLD,4341,-27.65,152.33,"Plainland, QLD 4341"
Pleystowe,QLD,4741,-20.9,149.0,"Pleystowe, QLD 4741"
Plum Tree,QLD,4702,-24.33,149.78,"Plum Tree, QLD 4702"
Point Arkwright,QLD,4573,-26.53,153.09,"Point Arkwright, QLD 4573"
Point Lookout,QLD,4183,-27.4,153.44,"Point Lookout, QLD 4183"
Point Vernon,QLD,4655,-25.35,152.89,"Point Vernon, QLD 4655"
Pomona,QLD,4568,-26.33,152.86,"Pomona, QLD 4568"
Pony Hills,QLD,4454,-25.72,148.67,"Pony Hills, QLD 4454"
Poona,QLD,4650,-25.47,152.66,"Poona, QLD 4650"
Porcupine,QLD,4821,-20.28,143.88,"Porcupine, QLD 4821"
Port Alma,QLD,4699,-23.65,150.64,"Port Alma, QLD 4699"
Port Curtis,QLD,4700,-23.39,150.5,"Port Curtis, QLD 4700"
Port Douglas,QLD,4877,-16.54,145.47,"Port Douglas, QLD 4877"
Port Of Brisbane,QLD,4178,-27.42,153.16,"Port Of Brisbane, QLD 4178"
Portland Roads,QLD,4871,-17.61,143.19,"Portland Roads, QLD 4871"
Portsmith,QLD,4870,-16.88,145.75,"Portsmith, QLD 4870"
Postmans Ridge,QLD,4352,-28.58,151.8,"Postmans Ridge, QLD 4352"
Pozieres,QLD,4352,-28.58,151.8,"Pozieres, QLD 4352"
Pratten,QLD,4370,-28.2,151.95,"Pratten, QLD 4370"
Prawle,QLD,4650,-25.47,152.66,"Prawle, QLD 4650"
Prenzlau,QLD,4311,-27.42,152.46,"Prenzlau, QLD 4311"
Preston,QLD,4352,-28.58,151.8,"Preston, QLD 4352"
Preston,QLD,4800,-20.58,148.42,"Preston, QLD 4800"
Priestdale,QLD,4127,-27.64,153.15,"Priestdale, QLD 4127"
Prince Henry Heights,QLD,4350,-27.62,151.77,"Prince Henry Heights, QLD 4350"
Promisedland,QLD,4660,-25.2,152.33,"Promisedland, QLD 4660"
Proserpine,QLD,4800,-20.58,148.42,"Proserpine, QLD 4800"
Prospect,QLD,4715,-24.4,150.51,"Prospect, QLD 4715"
Proston,QLD,4613,-26.11,151.63,"Proston, QLD 4613"
Pullenvale,QLD,4069,-27.49,152.9,"Pullenvale, QLD 4069"
Punchs Creek,QLD,4357,-28.06,151.16,"Punchs Creek, QLD 4357"
Purga,QLD,4306,-27.64,152.7,"Purga, QLD 4306"
Purrawunda,QLD,4356,-27.57,151.45,"Purrawunda, QLD 4356"
Q Supercentre,QLD,4218,-28.03,153.43,"Q Supercentre, QLD 4218"
Queenton,QLD,4820,-20.08,146.25,"Queenton, QLD 4820"
Quilpie,QLD,4480,-26.67,143.27,"Quilpie, QLD 4480"
Quinalow,QLD,4403,-27.22,151.59,"Quinalow, QLD 4403"
Qunaba,QLD,4670,-24.84,152.02,"Qunaba, QLD 4670"
Racecourse,QLD,4740,-21.16,149.1,"Racecourse, QLD 4740"
Raceview,QLD,4305,-27.6,152.77,"Raceview, QLD 4305"
Radford,QLD,4307,-27.82,152.57,"Radford, QLD 4307"
Raglan,QLD,4697,-23.72,150.82,"Raglan, QLD 4697"
Railway Estate,QLD,4810,-19.25,146.8,"Railway Estate, QLD 4810"
Rainbow Beach,QLD,4581,-25.51,153.12,"Rainbow Beach, QLD 4581"
Ramsay,QLD,4358,-27.71,151.86,"Ramsay, QLD 4358"
Rangemore,QLD,4352,-28.58,151.8,"Rangemore, QLD 4352"
Rangemore,QLD,4806,-19.67,147.45,"Rangemore, QLD 4806"
Ranges Bridge,QLD,4405,-27.19,151.4,"Ranges Bridge, QLD 4405"
Rangeville,QLD,4350,-27.62,151.77,"Rangeville, QLD 4350"
Rangewood,QLD,4817,-19.33,146.6,"Rangewood, QLD 4817"
Ransome,QLD,4154,-27.49,153.15,"Ransome, QLD 4154"
Rasmussen,QLD,4815,-19.33,146.73,"Rasmussen, QLD 4815"
Rathdowney,QLD,4287,-28.26,152.78,"Rathdowney, QLD 4287"
Ravensbourne,QLD,4352,-28.58,151.8,"Ravensbourne, QLD 4352"
Ravenshoe,QLD,4888,-17.5,145.49,"Ravenshoe, QLD 4888"
Ravenswood,QLD,4816,-19.42,146.95,"Ravenswood, QLD 4816"
Rawbelle,QLD,4630,-24.79,151.23,"Rawbelle, QLD 4630"
Red Hill,QLD,4059,-27.45,153.01,"Red Hill, QLD 4059"
Red Hill Rockhampton,QLD,4701,-23.36,150.52,"Red Hill Rockhampton, QLD 4701"
Redbank,QLD,4301,-27.61,152.86,"Redbank, QLD 4301"
Redbank Creek,QLD,4312,-27.27,152.59,"Redbank Creek, QLD 4312"
Redbank Plains,QLD,4301,-27.61,152.86,"Redbank Plains, QLD 4301"
Redcliffe,QLD,4020,-27.23,153.12,"Redcliffe, QLD 4020"
Redcliffe North,QLD,4020,-27.23,153.12,"Redcliffe North, QLD 4020"
Redford,QLD,4467,-26.45,147.54,"Redford, QLD 4467"
Redgate,QLD,4605,-26.2,151.89,"Redgate, QLD 4605"
Redhill Farms,QLD,4671,-25.08,151.68,"Redhill Farms, QLD 4671"
Redland Bay,QLD,4165,-27.62,153.24,"Redland Bay, QLD 4165"
Redlynch,QLD,4870,-16.88,145.75,"Redlynch, QLD 4870"
Redridge,QLD,4660,-25.2,152.33,"Redridge, QLD 4660"
Redwood,QLD,4350,-27.62,151.77,"Redwood, QLD 4350"
Reedy Creek,QLD,4227,-28.11,153.4,"Reedy Creek, QLD 4227"
Reesville,QLD,4552,-26.78,152.89,"Reesville, QLD 4552"
Regency Downs,QLD,4341,-27.65,152.33,"Regency Downs, QLD 4341"
Regents Park,QLD,4118,-27.66,153.04,"Regents Park, QLD 4118"
Reid River,QLD,4816,-19.42,146.95,"Reid River, QLD 4816"
Reids Creek,QLD,4625,-25.81,151.67,"Reids Creek, QLD 4625"
Retro,QLD,4723,-23.01,148.23,"Retro, QLD 4723"
Rhydding,QLD,4718,-24.57,149.3,"Rhydding, QLD 4718"
Richlands,QLD,4077,-27.61,152.98,"Richlands, QLD 4077"
Richmond,QLD,4740,-21.16,149.1,"Richmond, QLD 4740"
Richmond,QLD,4822,-21.51,142.69,"Richmond, QLD 4822"
Richmond Hill,QLD,4820,-20.08,146.25,"Richmond Hill, QLD 4820"
Ridgelands,QLD,4702,-24.33,149.78,"Ridgelands, QLD 4702"
Ridgewood,QLD,4563,-26.42,152.85,"Ridgewood, QLD 4563"
Rifle Range,QLD,4311,-27.42,152.46,"Rifle Range, QLD 4311"
Ringtail Creek,QLD,4565,-26.29,152.99,"Ringtail Creek, QLD 4565"
Ringwood,QLD,4343,-27.51,152.3,"Ringwood, QLD 4343"
Riordanvale,QLD,4800,-20.58,148.42,"Riordanvale, QLD 4800"
Ripley,QLD,4306,-27.64,152.7,"Ripley, QLD 4306"
Rita Island,QLD,4807,-19.55,147.44,"Rita Island, QLD 4807"
River Heads,QLD,4655,-25.35,152.89,"River Heads, QLD 4655"
River Ranch,QLD,4680,-23.86,151.27,"River Ranch, QLD 4680"
Riverhills,QLD,4074,-27.56,152.93,"Riverhills, QLD 4074"
Riverleigh,QLD,4626,-25.81,151.21,"Riverleigh, QLD 4626"
Riversleigh,QLD,4470,-26.65,146.18,"Riversleigh, QLD 4470"
Riverton,QLD,4385,-28.72,150.97,"Riverton, QLD 4385"
Riverview,QLD,4303,-27.6,152.83,"Riverview, QLD 4303"
Roadvale,QLD,4310,-28.0,152.71,"Roadvale, QLD 4310"
Robertson,QLD,4109,-27.57,153.08,"Robertson, QLD 4109"
Robina,QLD,4226,-28.04,153.4,"Robina, QLD 4226"
Robina Dc,QLD,4226,-28.04,153.4,"Robina Dc, QLD 4226"
Rochedale,QLD,4123,-27.57,153.13,"Rochedale, QLD 4123"
Rochedale South,QLD,4123,-27.57,153.13,"Rochedale South, QLD 4123"
Rockhampton,QLD,4700,-23.39,150.5,"Rockhampton, QLD 4700"
Rockhampton City,QLD,4700,-23.39,150.5,"Rockhampton City, QLD 4700"
Rockhampton Dc,QLD,4701,-23.36,150.52,"Rockhampton Dc, QLD 4701"
Rockhampton Hospital,QLD,4700,-23.39,150.5,"Rockhampton Hospital, QLD 4700"
Rockingham,QLD,4854,-18.12,145.91,"Rockingham, QLD 4854"
Rocklea,QLD,4106,-27.53,153.0,"Rocklea, QLD 4106"
Rocklea Dc,QLD,4106,-27.53,153.0,"Rocklea Dc, QLD 4106"
Rockmount,QLD,4344,-27.59,152.15,"Rockmount, QLD 4344"
Rocksberg,QLD,4510,-27.13,153.05,"Rocksberg, QLD 4510"
Rockside,QLD,4343,-27.51,152.3,"Rockside, QLD 4343"
Rockville,QLD,4350,-27.62,151.77,"Rockville, QLD 4350"
Rocky Creek,QLD,4357,-28.06,151.16,"Rocky Creek, QLD 4357"
Rocky Point,QLD,4873,-16.37,145.38,"Rocky Point, QLD 4873"
Rocky Point,QLD,4874,-12.66,141.85,"Rocky Point, QLD 4874"
Rockyview,QLD,4701,-23.36,150.52,"Rockyview, QLD 4701"
Rodds Bay,QLD,4678,-24.24,151.5,"Rodds Bay, QLD 4678"
Rodgers Creek,QLD,4370,-28.2,151.95,"Rodgers Creek, QLD 4370"
Rolleston,QLD,4702,-24.33,149.78,"Rolleston, QLD 4702"
Rollingstone,QLD,4816,-19.42,146.95,"Rollingstone, QLD 4816"
Roma,QLD,4455,-27.12,148.62,"Roma, QLD 4455"
Rookwood,QLD,4871,-17.61,143.19,"Rookwood, QLD 4871"
Ropeley,QLD,4343,-27.51,152.3,"Ropeley, QLD 4343"
Rosalie Plains,QLD,4401,-27.3,151.69,"Rosalie Plains, QLD 4401"
Rosedale,QLD,4674,-24.47,151.95,"Rosedale, QLD 4674"
Rosehill,QLD,4370,-28.2,151.95,"Rosehill, QLD 4370"
Rosella,QLD,4740,-21.16,149.1,"Rosella, QLD 4740"
Rosemount,QLD,4560,-26.62,153.04,"Rosemount, QLD 4560"
Roseneath,QLD,4811,-19.32,146.82,"Roseneath, QLD 4811"
Rosenthal Heights,QLD,4370,-28.2,151.95,"Rosenthal Heights, QLD 4370"
Rosevale,QLD,4340,-27.63,152.56,"Rosevale, QLD 4340"
Rosewood,QLD,4340,-27.63,152.56,"Rosewood, QLD 4340"
Ross Creek,QLD,4570,-26.35,152.67,"Ross Creek, QLD 4570"
Ross River,QLD,4816,-19.42,146.95,"Ross River, QLD 4816"
Rosslea,QLD,4812,-19.27,146.78,"Rosslea, QLD 4812"
Rosslyn,QLD,4703,-23.11,150.7,"Rosslyn, QLD 4703"
Rossmoya,QLD,4702,-24.33,149.78,"Rossmoya, QLD 4702"
Rossvale,QLD,4356,-27.57,151.45,"Rossvale, QLD 4356"
Rossville,QLD,4895,-16.01,145.26,"Rossville, QLD 4895"
Rothwell,QLD,4022,-27.21,153.05,"Rothwell, QLD 4022"
Round Hill,QLD,4677,-24.21,151.9,"Round Hill, QLD 4677"
Roundstone,QLD,4718,-24.57,149.3,"Roundstone, QLD 4718"
Rowes Bay,QLD,4810,-19.25,146.8,"Rowes Bay, QLD 4810"
Royston,QLD,4515,-26.96,152.61,"Royston, QLD 4515"
Rubyanna,QLD,4670,-24.84,152.02,"Rubyanna, QLD 4670"
Rubyvale,QLD,4702,-24.33,149.78,"Rubyvale, QLD 4702"
Rules Beach,QLD,4674,-24.47,151.95,"Rules Beach, QLD 4674"
Runaway Bay,QLD,4216,-27.93,153.4,"Runaway Bay, QLD 4216"
Runcorn,QLD,4113,-27.58,153.09,"Runcorn, QLD 4113"
Rungoo,QLD,4849,-18.27,146.03,"Rungoo, QLD 4849"
Running Creek,QLD,4287,-28.26,152.78,"Running Creek, QLD 4287"
Runnymede,QLD,4615,-26.65,151.95,"Runnymede, QLD 4615"
Rural View,QLD,4740,-21.16,149.1,"Rural View, QLD 4740"
Rush Creek,QLD,4521,-27.07,152.81,"Rush Creek, QLD 4521"
Russell Island,QLD,4184,-27.57,153.33,"Russell Island, QLD 4184"
Ryan,QLD,4825,-21.16,149.1,"Ryan, QLD 4825"
Ryeford,QLD,4361,-27.89,151.8,"Ryeford, QLD 4361"
Sabine,QLD,4401,-27.3,151.69,"Sabine, QLD 4401"
Sadliers Crossing,QLD,4305,-27.6,152.77,"Sadliers Crossing, QLD 4305"
Saibai Island,QLD,4875,-10.12,142.14,"Saibai Island, QLD 4875"
Salisbury,QLD,4107,-27.54,153.03,"Salisbury, QLD 4107"
Salisbury East,QLD,4107,-27.54,153.03,"Salisbury East, QLD 4107"
Samford,QLD,4520,-27.23,152.8,"Samford, QLD 4520"
Samford Valley,QLD,4520,-27.23,152.8,"Samford Valley, QLD 4520"
Samford Village,QLD,4520,-27.23,152.8,"Samford Village, QLD 4520"
Samsonvale,QLD,4520,-27.23,152.8,"Samsonvale, QLD 4520"
Sanctuary Cove,QLD,4212,-27.92,153.33,"Sanctuary Cove, QLD 4212"
Sandgate,QLD,4017,-27.33,153.03,"Sandgate, QLD 4017"
Sandgate Dc,QLD,4017,-27.33,153.03,"Sandgate Dc, QLD 4017"
Sandiford,QLD,4740,-21.16,149.1,"Sandiford, QLD 4740"
Sandringham,QLD,4701,-23.36,150.52,"Sandringham, QLD 4701"
Sandstone Point,QLD,4511,-27.08,153.11,"Sandstone Point, QLD 4511"
Sandy Camp,QLD,4361,-27.89,151.8,"Sandy Camp, QLD 4361"
Sandy Creek,QLD,4515,-26.96,152.61,"Sandy Creek, QLD 4515"
Sandy Pocket,QLD,4871,-17.61,143.19,"Sandy Pocket, QLD 4871"
Sandy Ridges,QLD,4615,-26.65,151.95,"Sandy Ridges, QLD 4615"
Sarabah,QLD,4275,-28.0,153.16,"Sarabah, QLD 4275"
Sarina,QLD,4737,-21.45,149.29,"Sarina, QLD 4737"
Sarina Beach,QLD,4737,-21.45,149.29,"Sarina Beach, QLD 4737"
Sarina Range,QLD,4737,-21.45,149.29,"Sarina Range, QLD 4737"
Saunders Beach,QLD,4818,-19.2,146.66,"Saunders Beach, QLD 4818"
Savannah,QLD,4816,-19.42,146.95,"Savannah, QLD 4816"
Saxby,QLD,4822,-21.51,142.69,"Saxby, QLD 4822"
Scarborough,QLD,4020,-27.23,153.12,"Scarborough, QLD 4020"
Scarness,QLD,4655,-25.35,152.89,"Scarness, QLD 4655"
Scotchy Pocket,QLD,4570,-26.35,152.67,"Scotchy Pocket, QLD 4570"
Scrub Creek,QLD,4313,-27.16,152.33,"Scrub Creek, QLD 4313"
Scrubby Creek,QLD,4478,-25.48,146.01,"Scrubby Creek, QLD 4478"
Scrubby Creek,QLD,4570,-26.35,152.67,"Scrubby Creek, QLD 4570"
Scrubby Mountain,QLD,4356,-27.57,151.45,"Scrubby Mountain, QLD 4356"
Seaforth,QLD,4741,-20.9,149.0,"Seaforth, QLD 4741"
Seisia,QLD,4876,-10.85,142.43,"Seisia, QLD 4876"
Selene,QLD,4630,-24.79,151.23,"Selene, QLD 4630"
Sellheim,QLD,4816,-19.42,146.95,"Sellheim, QLD 4816"
Septimus,QLD,4754,-21.16,148.81,"Septimus, QLD 4754"
Seven Hills,QLD,4170,-27.47,153.1,"Seven Hills, QLD 4170"
Seventeen Mile,QLD,4344,-27.59,152.15,"Seventeen Mile, QLD 4344"
Seventeen Mile Rocks,QLD,4073,-27.55,152.96,"Seventeen Mile Rocks, QLD 4073"
Seventeen Seventy,QLD,4677,-24.21,151.9,"Seventeen Seventy, QLD 4677"
Seventy Mile,QLD,4820,-20.08,146.25,"Seventy Mile, QLD 4820"
Severnlea,QLD,4380,-28.61,151.9,"Severnlea, QLD 4380"
Sexton,QLD,4570,-26.35,152.67,"Sexton, QLD 4570"
Shailer Park,QLD,4128,-27.65,153.17,"Shailer Park, QLD 4128"
Shannonvale,QLD,4873,-16.37,145.38,"Shannonvale, QLD 4873"
Sharon,QLD,4670,-24.84,152.02,"Sharon, QLD 4670"
Shaw,QLD,4818,-19.2,146.66,"Shaw, QLD 4818"
Sheep Station Creek,QLD,4515,-26.96,152.61,"Sheep Station Creek, QLD 4515"
Shelburne,QLD,4874,-12.66,141.85,"Shelburne, QLD 4874"
Sheldon,QLD,4157,-27.53,153.19,"Sheldon, QLD 4157"
Shell Pocket,QLD,4855,-17.79,146.02,"Shell Pocket, QLD 4855"
Shelly Beach,QLD,4551,-26.78,153.11,"Shelly Beach, QLD 4551"
Shelly Beach,QLD,4810,-19.25,146.8,"Shelly Beach, QLD 4810"
Sherwood,QLD,4075,-27.54,152.98,"Sherwood, QLD 4075"
Shirbourne,QLD,4809,-19.53,147.21,"Shirbourne, QLD 4809"
Shoal Point,QLD,4750,-21.04,149.16,"Shoal Point, QLD 4750"
Shoalwater,QLD,4702,-24.33,149.78,"Shoalwater, QLD 4702"
Shorncliffe,QLD,4017,-27.33,153.03,"Shorncliffe, QLD 4017"
Shute Harbour,QLD,4802,-20.27,148.72,"Shute Harbour, QLD 4802"
Silkstone,QLD,4304,-27.63,152.8,"Silkstone, QLD 4304"
Silkwood,QLD,4856,-17.72,146.03,"Silkwood, QLD 4856"
Silky Oak,QLD,4854,-18.12,145.91,"Silky Oak, QLD 4854"
Silver Creek,QLD,4800,-20.58,148.42,"Silver Creek, QLD 4800"
Silver Ridge,QLD,4352,-28.58,151.8,"Silver Ridge, QLD 4352"
Silver Spur,QLD,4385,-28.72,150.97,"Silver Spur, QLD 4385"
Silver Valley,QLD,4872,-17.23,145.62,"Silver Valley, QLD 4872"
Silverdale,QLD,4307,-27.82,152.57,"Silverdale, QLD 4307"
Silverleaf,QLD,4605,-26.2,151.89,"Silverleaf, QLD 4605"
Silverleigh,QLD,4401,-27.3,151.69,"Silverleigh, QLD 4401"
Silverwood,QLD,4370,-28.2,151.95,"Silverwood, QLD 4370"
Simmie,QLD,4454,-25.72,148.67,"Simmie, QLD 4454"
Sinnamon Park,QLD,4073,-27.55,152.96,"Sinnamon Park, QLD 4073"
Sippy Downs,QLD,4556,-26.69,153.05,"Sippy Downs, QLD 4556"
Skyring Reserve,QLD,4671,-25.08,151.68,"Skyring Reserve, QLD 4671"
Slacks Creek,QLD,4127,-27.64,153.15,"Slacks Creek, QLD 4127"
Slade Point,QLD,4740,-21.16,149.1,"Slade Point, QLD 4740"
Sladevale,QLD,4370,-28.2,151.95,"Sladevale, QLD 4370"
Smithfield,QLD,4878,-16.84,145.71,"Smithfield, QLD 4878"
Smithlea,QLD,4385,-28.72,150.97,"Smithlea, QLD 4385"
Soldiers Hill,QLD,4825,-21.16,149.1,"Soldiers Hill, QLD 4825"
Somerset Dam,QLD,4312,-27.27,152.59,"Somerset Dam, QLD 4312"
Somme,QLD,4382,-28.8,151.84,"Somme, QLD 4382"
South Bingera,QLD,4670,-24.84,152.02,"South Bingera, QLD 4670"
South Brisbane,QLD,4101,-27.49,153.02,"South Brisbane, QLD 4101"
South Brisbane Bc,QLD,4101,-27.49,153.02,"South Brisbane Bc, QLD 4101"
South East Nanango,QLD,4615,-26.65,151.95,"South East Nanango, QLD 4615"
South End,QLD,4680,-23.86,151.27,"South End, QLD 4680"
South Gladstone,QLD,4680,-23.86,151.27,"South Gladstone, QLD 4680"
South Innisfail,QLD,4860,-17.56,146.0,"South Innisfail, QLD 4860"
South Isis,QLD,4660,-25.2,152.33,"South Isis, QLD 4660"
South Johnstone,QLD,4859,-17.6,145.97,"South Johnstone, QLD 4859"
South Kolan,QLD,4670,-24.84,152.02,"South Kolan, QLD 4670"
South Mackay,QLD,4740,-21.16,149.1,"South Mackay, QLD 4740"
South Maclean,QLD,4280,-27.83,153.03,"South Maclean, QLD 4280"
South Mission Beach,QLD,4852,-17.83,146.1,"South Mission Beach, QLD 4852"
South Nanango,QLD,4615,-26.65,151.95,"South Nanango, QLD 4615"
South Ripley,QLD,4306,-27.64,152.7,"South Ripley, QLD 4306"
South Stradbroke,QLD,4216,-27.93,153.4,"South Stradbroke, QLD 4216"
South Toowoomba,QLD,4350,-27.62,151.77,"South Toowoomba, QLD 4350"
South Townsville,QLD,4810,-19.25,146.8,"South Townsville, QLD 4810"
South Trees,QLD,4680,-23.86,151.27,"South Trees, QLD 4680"
South Yaamba,QLD,4702,-24.33,149.78,"South Yaamba, QLD 4702"
Southbrook,QLD,4363,-27.68,151.74,"Southbrook, QLD 4363"
Southedge,QLD,4871,-17.61,143.19,"Southedge, QLD 4871"
Southern Cross,QLD,4820,-20.08,146.25,"Southern Cross, QLD 4820"
Southern Lamington,QLD,4211,-28.03,153.28,"Southern Lamington, QLD 4211"
Southport,QLD,4215,-27.97,153.42,"Southport, QLD 4215"
Southport Bc,QLD,4215,-27.97,153.42,"Southport Bc, QLD 4215"
Southport Park,QLD,4215,-27.97,153.42,"Southport Park, QLD 4215"
Southside,QLD,4570,-26.35,152.67,"Southside, QLD 4570"
Southwood,QLD,4406,-27.89,150.6,"Southwood, QLD 4406"
Speedwell,QLD,4613,-26.11,151.63,"Speedwell, QLD 4613"
Speewah,QLD,4881,-16.82,145.51,"Speewah, QLD 4881"
Splinter Creek,QLD,4630,-24.79,151.23,"Splinter Creek, QLD 4630"
Split Yard Creek,QLD,4306,-27.64,152.7,"Split Yard Creek, QLD 4306"
Spreadborough,QLD,4825,-21.16,149.1,"Spreadborough, QLD 4825"
Spring Bluff,QLD,4352,-28.58,151.8,"Spring Bluff, QLD 4352"
Spring Creek,QLD,4343,-27.51,152.3,"Spring Creek, QLD 4343"
Spring Creek,QLD,4361,-27.89,151.8,"Spring Creek, QLD 4361"
Spring Creek,QLD,4420,-25.49,149.53,"Spring Creek, QLD 4420"
Spring Hill,QLD,4000,-27.47,153.03,"Spring Hill, QLD 4000"
Springbrook,QLD,4213,-28.14,153.32,"Springbrook, QLD 4213"
Springdale,QLD,4380,-28.61,151.9,"Springdale, QLD 4380"
Springfield,QLD,4300,-27.67,152.89,"Springfield, QLD 4300"
Springfield,QLD,4871,-17.61,143.19,"Springfield, QLD 4871"
Springfield Central,QLD,4300,-27.67,152.89,"Springfield Central, QLD 4300"
Springfield Lakes,QLD,4300,-27.67,152.89,"Springfield Lakes, QLD 4300"
Springlands,QLD,4804,-20.55,147.85,"Springlands, QLD 4804"
Springside,QLD,4356,-27.57,151.45,"Springside, QLD 4356"
Springsure,QLD,4722,-24.51,147.42,"Springsure, QLD 4722"
Springwood,QLD,4127,-27.64,153.15,"Springwood, QLD 4127"
Spurgeon,QLD,4873,-16.37,145.38,"Spurgeon, QLD 4873"
